Case ID,Activity,Start Timestamp
1,a,19.04.21 15:10
1,b,19.04.21 15:11
1,a,19.04.21 15:12
1,c,19.04.21 15:13
1,d,19.04.21 15:14
1,e,19.04.21 15:15
2,a,19.04.21 15:10
2,b,19.04.21 15:11
2,a,19.04.21 15:12
2,b,19.04.21 15:13
2,a,19.04.21 15:14
2,c,19.04.21 15:15
2,c,19.04.21 15:16
2,d,19.04.21 15:17
2,e,19.04.21 15:18
3,a,19.04.21 15:10
3,c,19.04.21 15:11
3,e,19.04.21 15:12
3,d,19.04.21 15:13
4,a,19.04.21 15:10
4,c,19.04.21 15:11
4,c,19.04.21 15:12
4,d,19.04.21 15:13
4,e,19.04.21 15:14
5,a,19.04.21 15:10
5,c,19.04.21 15:11
5,c,19.04.21 15:12
5,c,19.04.21 15:13
5,e,19.04.21 15:14
5,d,19.04.21 15:15
