Case ID,Activity,Start Timestamp
1,a,19.04.21 15:10
1,e,19.04.21 15:11
1,e,19.04.21 15:12
1,f,19.04.21 15:13
1,b,19.04.21 15:14
1,c,19.04.21 15:15
1,g,19.04.21 15:16
2,a,19.04.21 15:10
2,e,19.04.21 15:11
2,f,19.04.21 15:12
2,b,19.04.21 15:13
2,d,19.04.21 15:14
2,g,19.04.21 15:15
3,a,19.04.21 15:10
3,e,19.04.21 15:11
3,b,19.04.21 15:12
3,e,19.04.21 15:13
3,f,19.04.21 15:14
3,c,19.04.21 15:15
3,g,19.04.21 15:16
4,a,19.04.21 15:10
4,b,19.04.21 15:11
4,e,19.04.21 15:12
4,f,19.04.21 15:13
4,d,19.04.21 15:14
4,g,19.04.21 15:15
5,a,19.04.21 15:10
5,b,19.04.21 15:11
5,e,19.04.21 15:12
5,c,19.04.21 15:13
5,e,19.04.21 15:14
5,f,19.04.21 15:15
5,g,19.04.21 15:16
6,a,19.04.21 15:10
6,b,19.04.21 15:11
6,d,19.04.21 15:12
6,e,19.04.21 15:13
6,e,19.04.21 15:14
6,f,19.04.21 15:15
6,g,19.04.21 15:16
7,a,19.04.21 15:10
7,b,19.04.21 15:11
7,c,19.04.21 15:12
7,e,19.04.21 15:13
7,g,19.04.21 15:14
7,e,19.04.21 15:15
7,f,19.04.21 15:16
8,a,19.04.21 15:10
8,b,19.04.21 15:11
8,d,19.04.21 15:12
8,g,19.04.21 15:13
8,e,19.04.21 15:14
8,e,19.04.21 15:15
8,f,19.04.21 15:16
9,b,19.04.21 15:10
9,a,19.04.21 15:11
9,e,19.04.21 15:12
9,f,19.04.21 15:13
9,c,19.04.21 15:14
9,g,19.04.21 15:15
10,b,19.04.21 15:10
10,a,19.04.21 15:11
10,e,19.04.21 15:12
10,f,19.04.21 15:13
10,d,19.04.21 15:14
10,g,19.04.21 15:15
11,b,19.04.21 15:10
11,a,19.04.21 15:11
11,c,19.04.21 15:12
11,e,19.04.21 15:13
11,f,19.04.21 15:14
11,g,19.04.21 15:15
12,b,19.04.21 15:10
12,a,19.04.21 15:11
12,d,19.04.21 15:12
12,e,19.04.21 15:13
12,f,19.04.21 15:14
12,g,19.04.21 15:15
13,b,19.04.21 15:10
13,a,19.04.21 15:11
13,c,19.04.21 15:12
13,e,19.04.21 15:13
13,g,19.04.21 15:14
13,f,19.04.21 15:15
14,b,19.04.21 15:10
14,a,19.04.21 15:11
14,d,19.04.21 15:12
14,e,19.04.21 15:13
14,g,19.04.21 15:14
14,f,19.04.21 15:15
15,b,19.04.21 15:10
15,c,19.04.21 15:11
15,a,19.04.21 15:12
15,e,19.04.21 15:13
15,e,19.04.21 15:14
15,f,19.04.21 15:15
15,g,19.04.21 15:16
16,b,19.04.21 15:10
16,d,19.04.21 15:11
16,a,19.04.21 15:12
16,e,19.04.21 15:13
16,f,19.04.21 15:14
16,g,19.04.21 15:15
17,b,19.04.21 15:10
17,c,19.04.21 15:11
17,a,19.04.21 15:12
17,e,19.04.21 15:13
17,g,19.04.21 15:14
17,f,19.04.21 15:15
18,b,19.04.21 15:10
18,d,19.04.21 15:11
18,a,19.04.21 15:12
18,e,19.04.21 15:13
18,g,19.04.21 15:14
18,f,19.04.21 15:15
19,b,19.04.21 15:10
19,c,19.04.21 15:11
19,g,19.04.21 15:12
19,a,19.04.21 15:13
19,e,19.04.21 15:14
19,f,19.04.21 15:15
20,b,19.04.21 15:10
20,d,19.04.21 15:11
20,g,19.04.21 15:12
20,a,19.04.21 15:13
20,e,19.04.21 15:14
20,e,19.04.21 15:15
20,f,19.04.21 15:16
