Case ID,Activity,Start Timestamp
1,a,01.04.21 22:10
1,b,01.04.21 22:11
1,c,01.04.21 22:12
1,d,01.04.21 22:13
1,e,01.04.21 22:14
2,a,01.04.21 22:10
2,b,01.04.21 22:11
2,d,01.04.21 22:12
2,c,01.04.21 22:13
2,e,01.04.21 22:14
3,a,01.04.21 22:10
3,c,01.04.21 22:11
3,b,01.04.21 22:12
3,d,01.04.21 22:13
3,e,01.04.21 22:14
4,a,01.04.21 22:10
4,c,01.04.21 22:11
4,d,01.04.21 22:12
4,b,01.04.21 22:13
4,e,01.04.21 22:14
5,a,01.04.21 22:10
5,d,01.04.21 22:11
5,b,01.04.21 22:12
5,c,01.04.21 22:13
5,e,01.04.21 22:14
6,a,01.04.21 22:10
6,d,01.04.21 22:11
6,c,01.04.21 22:12
6,b,01.04.21 22:13
6,e,01.04.21 22:14
7,a,01.04.21 22:10
7,b,01.04.21 22:11
7,c,01.04.21 22:12
7,e,01.04.21 22:13
8,a,01.04.21 22:10
8,b,01.04.21 22:11
8,d,01.04.21 22:12
8,e,01.04.21 22:13
9,a,01.04.21 22:10
9,c,01.04.21 22:11
9,b,01.04.21 22:12
9,e,01.04.21 22:13
10,a,01.04.21 22:10
10,c,01.04.21 22:11
10,d,01.04.21 22:12
10,e,01.04.21 22:13
11,a,01.04.21 22:10
11,d,01.04.21 22:11
11,b,01.04.21 22:12
11,e,01.04.21 22:13
12,a,01.04.21 22:10
12,d,01.04.21 22:11
12,c,01.04.21 22:12
12,e,01.04.21 22:13
13,a,01.04.21 22:10
13,b,01.04.21 22:11
13,e,01.04.21 22:12
14,a,01.04.21 22:10
14,c,01.04.21 22:11
14,e,01.04.21 22:12
15,a,01.04.21 22:10
15,d,01.04.21 22:11
15,e,01.04.21 22:12
