Case ID,Activity,Start Timestamp
1,a,19.04.21 15:10
1,b,19.04.21 15:11
1,c,19.04.21 15:12
1,d,19.04.21 15:13
1,e,19.04.21 15:14
1,g,19.04.21 15:15
2,a,19.04.21 15:10
2,b,19.04.21 15:11
2,c,19.04.21 15:12
2,d,19.04.21 15:13
2,e,19.04.21 15:14
2,g,19.04.21 15:15
3,a,19.04.21 15:10
3,b,19.04.21 15:11
3,c,19.04.21 15:12
3,d,19.04.21 15:13
3,e,19.04.21 15:14
3,g,19.04.21 15:15
4,a,19.04.21 15:10
4,b,19.04.21 15:11
4,c,19.04.21 15:12
4,d,19.04.21 15:13
4,f,19.04.21 15:14
4,g,19.04.21 15:15
5,a,19.04.21 15:10
5,c,19.04.21 15:11
5,b,19.04.21 15:12
5,d,19.04.21 15:13
5,e,19.04.21 15:14
5,g,19.04.21 15:15
6,a,19.04.21 15:10
6,c,19.04.21 15:11
6,b,19.04.21 15:12
6,d,19.04.21 15:13
6,e,19.04.21 15:14
6,g,19.04.21 15:15
7,a,19.04.21 15:10
7,c,19.04.21 15:11
7,b,19.04.21 15:12
7,d,19.04.21 15:13
7,e,19.04.21 15:14
7,g,19.04.21 15:15
8,a,19.04.21 15:10
8,c,19.04.21 15:11
8,b,19.04.21 15:12
8,d,19.04.21 15:13
8,e,19.04.21 15:14
8,g,19.04.21 15:15
9,a,19.04.21 15:10
9,b,19.04.21 15:11
9,c,19.04.21 15:12
9,d,19.04.21 15:13
9,e,19.04.21 15:14
9,g,19.04.21 15:15
9,d,19.04.21 15:16
9,e,19.04.21 15:17
9,g,19.04.21 15:18
10,a,19.04.21 15:10
10,b,19.04.21 15:11
10,c,19.04.21 15:12
10,d,19.04.21 15:13
10,f,19.04.21 15:14
10,g,19.04.21 15:15
10,d,19.04.21 15:16
10,e,19.04.21 15:17
10,g,19.04.21 15:18
11,a,19.04.21 15:10
11,b,19.04.21 15:11
11,c,19.04.21 15:12
11,d,19.04.21 15:13
11,e,19.04.21 15:14
11,g,19.04.21 15:15
11,a,19.04.21 15:16
11,c,19.04.21 15:17
11,b,19.04.21 15:18
11,d,19.04.21 15:19
11,f,19.04.21 15:20
11,g,19.04.21 15:21
12,a,19.04.21 15:10
12,c,19.04.21 15:11
12,b,19.04.21 15:12
12,d,19.04.21 15:13
12,e,19.04.21 15:14
12,g,19.04.21 15:15
12,a,19.04.21 15:16
12,b,19.04.21 15:17
12,c,19.04.21 15:18
12,d,19.04.21 15:19
12,e,19.04.21 15:20
12,g,19.04.21 15:21
13,a,19.04.21 15:10
13,c,19.04.21 15:11
13,b,19.04.21 15:12
13,d,19.04.21 15:13
13,e,19.04.21 15:14
13,g,19.04.21 15:15
13,a,19.04.21 15:16
13,b,19.04.21 15:17
13,c,19.04.21 15:18
13,d,19.04.21 15:19
13,e,19.04.21 15:20
13,g,19.04.21 15:21
14,a,19.04.21 15:10
14,c,19.04.21 15:11
14,b,19.04.21 15:12
14,d,19.04.21 15:13
14,f,19.04.21 15:14
14,g,19.04.21 15:15
14,a,19.04.21 15:16
14,b,19.04.21 15:17
14,c,19.04.21 15:18
14,d,19.04.21 15:19
14,e,19.04.21 15:20
14,g,19.04.21 15:21
15,a,19.04.21 15:10
15,b,19.04.21 15:11
15,c,19.04.21 15:12
15,d,19.04.21 15:13
15,e,19.04.21 15:14
15,g,19.04.21 15:15
15,a,19.04.21 15:16
15,c,19.04.21 15:17
15,b,19.04.21 15:18
15,d,19.04.21 15:19
15,e,19.04.21 15:20
15,g,19.04.21 15:21
16,a,19.04.21 15:10
16,b,19.04.21 15:11
16,c,19.04.21 15:12
16,d,19.04.21 15:13
16,e,19.04.21 15:14
16,g,19.04.21 15:15
16,a,19.04.21 15:16
16,c,19.04.21 15:17
16,b,19.04.21 15:18
16,d,19.04.21 15:19
16,e,19.04.21 15:20
16,g,19.04.21 15:21
17,a,19.04.21 15:10
17,b,19.04.21 15:11
17,c,19.04.21 15:12
17,d,19.04.21 15:13
17,e,19.04.21 15:14
17,g,19.04.21 15:15
17,a,19.04.21 15:16
17,c,19.04.21 15:17
17,b,19.04.21 15:18
17,d,19.04.21 15:19
17,e,19.04.21 15:20
17,g,19.04.21 15:21
18,a,19.04.21 15:10
18,b,19.04.21 15:11
18,c,19.04.21 15:12
18,d,19.04.21 15:13
18,e,19.04.21 15:14
18,g,19.04.21 15:15
18,a,19.04.21 15:16
18,c,19.04.21 15:17
18,b,19.04.21 15:18
18,d,19.04.21 15:19
18,e,19.04.21 15:20
18,g,19.04.21 15:21
19,a,19.04.21 15:10
19,b,19.04.21 15:11
19,c,19.04.21 15:12
19,d,19.04.21 15:13
19,e,19.04.21 15:14
19,g,19.04.21 15:15
19,a,19.04.21 15:16
19,c,19.04.21 15:17
19,b,19.04.21 15:18
19,d,19.04.21 15:19
19,e,19.04.21 15:20
19,g,19.04.21 15:21
