Case ID,Activity,Start Timestamp
1,a,01.04.21 22:10
1,b,01.04.21 22:11
1,c,01.04.21 22:12
1,d,01.04.21 22:13
1,e,01.04.21 22:14
1,f,01.04.21 22:15
2,a,01.04.21 22:10
2,c,01.04.21 22:11
2,b,01.04.21 22:12
2,d,01.04.21 22:13
2,e,01.04.21 22:14
2,f,01.04.21 22:15
3,a,01.04.21 22:10
3,b,01.04.21 22:11
3,c,01.04.21 22:12
3,d,01.04.21 22:13
3,f,01.04.21 22:14
4,a,01.04.21 22:10
4,c,01.04.21 22:11
4,b,01.04.21 22:12
4,d,01.04.21 22:13
4,f,01.04.21 22:14
5,a,01.04.21 22:10
5,c,01.04.21 22:11
5,d,01.04.21 22:12
5,e,01.04.21 22:13
5,f,01.04.21 22:14
6,a,01.04.21 22:10
6,b,01.04.21 22:11
6,d,01.04.21 22:12
6,e,01.04.21 22:13
6,f,01.04.21 22:14
7,a,01.04.21 22:10
7,c,01.04.21 22:11
7,d,01.04.21 22:12
7,f,01.04.21 22:13
8,a,01.04.21 22:10
8,b,01.04.21 22:11
8,d,01.04.21 22:12
8,f,01.04.21 22:13
